Code,UFMC
140-027,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В УСТЬ-ЯНСКОМ РАЙОНЕ
140-028,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В УСТЬ-МАЙСКОМ РАЙОНЕ
140-029,ТП ХАНГАЛАССКОМ РАЙОНЕ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В Г. ЯКУТСКЕ
140-030,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ЧУРАПЧИНСКОМ РАЙОНЕ
140-031,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ЭВЕНО-БЫТАНТАЙСКОМ РАЙОНЕ
140-032,ТП В ГО ЖАТАЙ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В Г. ЯКУТСКЕ
140-033,ТП В ПОС. ЧУЛЬМАН МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ РАЙОНЕ
140-034,ТП В ПОС. БЕРКАКИТ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ РАЙОНЕ
140-035,ТП В ПОС. СЕРЕБРЯНЫЙ БОР МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ РАЙОНЕ
140-036,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В Г. УДАЧНЫЙ МИРНИНСКОГО РАЙОНА
140-037,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ПОС. АЙХАЛ МИРНИНСКОГО РАЙОНА
140-038,ТП В ПОС. ЧЕРНЫШЕВСКИЙ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В МИРНИНСКОМ РАЙОНЕ
140-039,ТП В Г. ТОММОТ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ РАЙОНЕ
140-040,ТП В ПОС. НИЖНИЙ-КУРАНАХ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НЕРЮНГРИНСКОМ РАЙОНЕ
140-041,ТП В ПОС. ВИТИМ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В МИРНИНСКОМ РАЙОНЕ
140-042,ТП В ПОС. ПЕЛЕДУЙ МРО УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В МИРНИНСКОМ РАЙОНЕ
140-043,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В С. МАЙЯ МЕГИНО-КАНГАЛАССКОМ РАЙОНЕ
140-044,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В НАМСКОМ РАЙОНЕ
140-045,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ОЛЕКМИНСКОМ РАЙОНЕ
140-046,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ОЛЕНЕКСКОМ РАЙОНЕ
140-047,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В СРЕДНЕКОЛЫМСКОМ РАЙОНЕ
140-048,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В СУНТАРСКОМ РАЙОНЕ
140-049,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ПОС. СОЛНЕЧНЫЙ УСТЬ-МАЙСКОГО РАЙОНА
140-050,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ПОС. МОХСОГОЛОХ ХАНГАЛАССКОГО РАЙОНА
140-051,ТП УФМС РОССИИ ПО РЕСП. САХА (ЯКУТИЯ) В ПОС. ЭЛЬДИКАН УСТЬ-МАЙСКОГО РАЙОНА
141-001,МВД РЕСП. САХА (ЯКУТИЯ)
142-001,1 ОВД Г. ЯКУТСКА
142-002,УВД Г. ЯКУТСКА РЕСП. САХА (ЯКУТИЯ)
142-003,3 ОВД Г. ЯКУТСКА
142-004,НЕРЮНГРИНСКИМ ГУВД РЕСП. САХА (ЯКУТИЯ)
142-005,УВД Г. МИРНОГО РЕСП. САХА (ЯКУТИЯ)
142-006,ОВД АЛДАНСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-007,УСТЬ-ЯНСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-008,ОВД ЛЕНСКОГО РАЙОНА РЕСП. САХА ЯКУТИИ
142-009,ХАНГАЛАССКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-010,УСТЬ-МАЙСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-011,ОВД ВИЛЮЙСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-012,ОВД МЕГИНО-КАНГАЛАССКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-013,АБЫЙСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-014,АНАБАРСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
142-015,АЛЛАИХОВСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-016,ОВД АМГИНСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-017,ОВД БУЛУНСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-018,ОВД ВЕРХНЕВИЛЮЙСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-019,ВЕРХНЕКОЛЫМСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-020,ВЕРХОЯНСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-021,ГОРНЫМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-022,ЖИГАНСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-023,ОВД КОБЯЙСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-024,МОМСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-025,ОВД НАМСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-026,ОВД НИЖНЕКОЛЫМСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-027,ОВД НЮРБИНСКОГО УЛУСА РЕСП. САХА (ЯКУТИЯ)
142-028,ОЙМЯКОНСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-029,ОЛЕКМИНСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-030,СРЕДНЕКОЛЫМСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-031,СУНТАРСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-032,ТАТТИНСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-033,ТОМПОНСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
142-034,УСТЬ-АЛДАНСКИМ УОВД РЕСП. САХА (ЯКУТИЯ)
142-035,ЧУРАПЧИНСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
143-001,ЖАТАЙСКИМ ГОРОДСКИМ ОМ Г. ЯКУТСКА
143-002,ХАТАССКИМ ПОСЕЛКОВЫМ ОМ Г. ЯКУТСКА
143-003,ГОРОДСКИМ ОМ-1 НЕРЮНГРИНСКОГО ГУВД РЕСП. САХА (ЯКУТИЯ)
143-004,2 ОМ НЕРЮНГРИНСКОГО ГУВД РЕСП. САХА (ЯКУТИЯ)
143-005,СЕРЕБРЯНЫМ БОР ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-006,БЕРКАКИТСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-007,ЧЕРНЫШЕВСКИМ ПОСЕЛКОВЫМ ОМ УВД Г. МИРНОГО РЕСП. САХА (ЯКУТИЯ)
143-008,ЧЕРНЫШЕВСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-009,УДАЧНИНСКИМ ГОРОДСКИМ ОМ УВД Г. МИРНОГО РЕСП. САХА (ЯКУТИЯ)
143-010,ТОММОТСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-011,НИЖНЕ-КУРАНАХСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-012,КУЛАРСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-013,УСТЬ-КУЙГИНСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-014,КАЗАЧИНСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-015,ВИТИМСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-016,ПЕЛЕДУЙСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-017,МОХСОГОЛЛОХСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-018,СОЛНЕЧНИНСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-019,ЭЛЬДИКАНСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-020,КЫСЫЛ-СЫРСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-021,НИЖНЕ-БЕСТЯХСКИМ ПОСЕЛКОВЫМ ОМ РЕСП. САХА (ЯКУТИЯ)
143-022,ОЛЕНЕКСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
143-023,ЭВЕНО-БЫТАНТАЙСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
143-024,МОМСКИМ ОВД РЕСП. САХА (ЯКУТИЯ)
143-025,РЕЗЕРВ МВД РЕСП. САХА (ЯКУТИЯ)
150-001,УФМС РОССИИ ПО РСО-АЛАНИЯ
150-002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ИРИСТОНСКОМ МО Г. ВЛАДИКАВКАЗА
150-003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ПРОМЫШЛЕННОМ МО Г. ВЛАДИКАВКАЗА
150-004,УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В Г. ВЛАДИКАВКАЗ
150-005,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В СЕВЕРО-ЗАПАДНОМ МО Г. ВЛАДИКАВКАЗА
150-006,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ПРИГОРОДНОМ РАЙОНЕ
150-007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ПРАВОБЕРЕЖНОМ РАЙОНЕ
150-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В МОЗДОКСКОМ РАЙОНЕ
150-009,ТП УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В КИРОВСКОМ РАЙОНЕ
150-010,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В АРДОНСКОМ РАЙОНЕ
150-011,ТП УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ДИГОРСКОМ РАЙОНЕ
150-012,ТП УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В ИРАФСКОМ РАЙОНЕ
150-013,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В АЛАГИРСКОМ РАЙОНЕ
150-014,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РСО-АЛАНИЯ В МОЗДОКСКОМ РАЙОНЕ
150-015,ТП УФМС РОССИИ ПО РСО-АЛАНИЯ В ДИГОРСКОМ РАЙОНЕ
150-016,ТП УФМС РОССИИ ПО РСО-АЛАНИЯ В ИРАФСКОМ РАЙОНЕ
150-017,МВД ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
150-018,МВД ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
150-019,ОТДЕЛОМ ПО ВОПРОСАМ ТРУДОВОЙ МИГРАЦИИ И ИММИГРАЦИОННОГО КОНТРОЛЯ УФМС РОССИИ ПО РСО-АЛАНИЯ
150-020,ОТДЕЛОМ ПО КОНТРОЛЮ ЗА СОБЛЮДЕНИЕМ ИНОСТРАННЫМИ ГРАЖДАНАМИ ПРАВИЛ ПРОЖИВАНИЯ И ВРЕМЕННОГО ПРЕБЫВАНИЯ УФМС РОССИИ ПО РСО-АЛАНИЯ
150-021,ОТДЕЛОМ АНАЛИЗА ПЛАНИРОВАНИЯ КОНТРОЛЯ И ИНФОРМАЦИОННОГО ОБЕСПЕЧЕНИЯ УФМС РОССИИ ПО РСО-АЛАНИЯ
150-022,ОТДЕЛОМ ПО ВОПРОСАМ БЕЖЕНЦЕВ И ВЫНУЖДЕННЫХ ПЕРЕСЕЛЕНЦЕВ УФМС РОССИИ ПО РСО-АЛАНИЯ
150-023,ОТДЕЛОМ ФИНАНСОВОГО И РЕСУРСНОГО ОБЕСПЕЧЕНИЯ УФМС РОССИИ ПО РСО-АЛАНИЯ
150-050,УФМС РОССИИ ПО РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ В Г. ВЛАДИКАВКАЗ
151-001,МВД РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-001,ОВД ЗАТЕРЕЧНОГО МУНИЦИПАЛЬНОГО ОКРУГА Г. ВЛАДИКАВКАЗА
152-002,ОВД ИРИСТОНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА Г. ВЛАДИКАВКАЗА
152-003,ОВД ПРОМЫШЛЕННОГО МУНИЦИПАЛЬНОГО ОКРУГА Г. ВЛАДИКАВКАЗА
152-004,ОВД СЕВЕРО-ЗАПАДНОГО МУНИЦИПАЛЬНОГО ОКРУГА Г. ВЛАДИКАВКАЗА
152-005,ОВД АЛАГИРСКОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-006,ОВД АРДОНСКОЙ АДМИНИСТРАЦИИ РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-007,ОВД ДИГОРСКОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-008,ОВД ИРАФСКОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-009,ОВД КИРОВСКОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-010,УВД МОЗДОКСКОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-011,ОВД ПРАВОБЕРЕЖНОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
152-012,УВД ПРИГОРОДНОГО РАЙОНА РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ
160-001,УФМС РОССИИ ПО РЕСП. ТАТАРСТАН
160-002,УФМС РОССИИ ПО РЕСП. ТАТАРСТАН АВИАСТРОИТЕЛЬНОМ РАЙОНЕ Г. КАЗАНИ
160-003,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ВАХИТОВСКОМ РАЙОНЕ Г. КАЗАНИ
160-004,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В КИРОВСКОМ РАЙОНЕ Г. КАЗАНИ
160-005,ТП-1 ОТДЕЛА УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В Г. КАЗАНИ
160-006,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В МОСКОВСКОМ РАЙОНЕ Г. КАЗАНИ
160-007,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В НОВО-САВИНОВСКОМ РАЙОНЕ Г. КАЗАНИ
160-008,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ПРИВОЛЖСКОМ РАЙОНЕ Г. КАЗАНИ
160-009,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В СОВЕТСКОМ РАЙОНЕ Г. КАЗАНИ
160-010,ТП-1 ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН В СОВЕТСКОМ РАЙОНЕ Г. КАЗАНИ
160-011,ТП № 2 ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН В СОВЕТСКОМ РАЙОНЕ Г. КАЗАНИ
160-012,ОТДЕЛЕНИЕМ В АВТОЗАВОДСКОМ РАЙОНЕ ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ
160-013,ОТДЕЛЕНИЕМ В КОМСОМОЛЬСКОМ РАЙОНЕ ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ
160-014,ОТДЕЛЕНИЕМ В ЦЕНТРАЛЬНОМ РАЙОНЕ ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ
160-015,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЭЛЕКТРОТЕХНИЧЕСКОМ РАЙОНЕ Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ
160-016,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ТУКАЕВСКОМ РАЙОНЕ
160-017,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В Г. НИЖНЕКАМСК
160-018,ОТДЕЛЕНИЕМ № 3 ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН В Г. НИЖНЕКАМСКЕ
160-019,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АЛЬМЕТЬЕВСКОМ РАЙОНЕ
160-020,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЗЕЛЕНОДОЛЬСКОМ РАЙОНЕ
160-021,ТП № 2 ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЗЕЛЕНОДОЛЬСКОМ РАЙОНЕ
160-022,ТП № 1 ОУФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЗЕЛЕНОДОЛЬСКОМ РАЙОНЕ
160-023,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АЗНАКАЕВСКОМ РАЙОНЕ
160-024,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В Г. БАВЛЫ
160-025,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В БУГУЛЬМИНСКОМ РАЙОНЕ
160-026,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В Г. БУИНСК
160-027,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЕЛАБУЖСКОМ РАЙОНЕ
160-028,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЗАИНСКОМ РАЙОНЕ
160-029,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЛЕНИНОГОРСКОМ РАЙОНЕ
160-030,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В НУРЛАТСКОМ РАЙОНЕ
160-031,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЧИСТОПОЛЬСКОМ РАЙОНЕ
160-032,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АГРЫЗСКОМ РАЙОНЕ
160-033,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АКСУБАЕВСКОМ РАЙОНЕ
160-034,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АКТАНЫШСКОМ РАЙОНЕ
160-035,ТП УФМС ПО РЕСП. ТАТАРСТАН В АЛЕКСЕЕВСКОМ РАЙОНЕ
160-036,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АЛЬКЕЕВСКОМ РАЙОНЕ
160-037,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АПАСТОВСКОМ РАЙОНЕ
160-038,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АРСКОМ РАЙОНЕ
160-039,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В АТНИНСКОМ РАЙОНЕ
160-040,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В БАЛТАСИНСКОМ РАЙОНЕ
160-041,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ВЕРХНЕУСЛОНСКОМ РАЙОНЕ
160-042,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ВЫСОКОГОРСКОМ РАЙОНЕ
160-043,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ДРОЖЖАНОВСКОМ РАЙОНЕ
160-044,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В КАМСКО-УСТЬИНСКОМ РАЙОНЕ
160-045,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В КАЙБИЦКОМ РАЙОНЕ
160-046,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ПОС. Г. Т КУКМОР
160-047,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЛАИШЕВСКОМ РАЙОНЕ
160-048,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В МАМАДЫШСКОМ РАЙОНЕ
160-049,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В МЕНДЕЛЕЕВСКОМ РАЙОНЕ
160-050,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В МЕНЗЕЛИНСКОМ РАЙОНЕ
160-051,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В МУСЛЮМОВСКОМ РАЙОНЕ
160-052,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В НОВОШЕШМИНСКОМ РАЙОНЕ
160-053,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ПЕСТРЕЧИНСКОМ РАЙОНЕ
160-054,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В РЫБНО-СЛОБОДСКОМ РАЙОНЕ
160-055,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В САБИНСКОМ РАЙОНЕ
160-056,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В САРМАНОВСКОМ РАЙОНЕ
160-057,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В СПАССКОМ РАЙОНЕ
160-058,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ТЕТЮШСКОМ РАЙОНЕ
160-059,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ТЮЛЯЧИНСКОМ РАЙОНЕ
160-060,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЧЕРЕМШАНСКОМ РАЙОНЕ
160-061,ТП УФМС РОССИИ ПО РЕСП. ТАТАРСТАН В ЮТАЗИНСКОМ РАЙОНЕ
160-078,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ТАТАРСТАН Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ
160-079,ОАСР УФМС РОССИИ ПО РЕСП. ТАТАРСТАН
161-001,МВД РЕСП. ТАТАРСТАН
162-001,УВД АВИАСТРОИТЕЛЬНОГО РАЙОНА Г. КАЗАНИ
162-002,УВД ВАХИТОВСКОГО РАЙОНА Г. КАЗАНИ
162-003,УВД КИРОВСКОГО РАЙОНА Г. КАЗАНИ
162-004,УВД МОСКОВСКОГО РАЙОНА Г. КАЗАНИ
162-005,УВД НОВО-САВИНОВСКОГО РАЙОНА Г. КАЗАНИ
162-006,УВД ПРИВОЛЖСКОГО РАЙОНА Г. КАЗАНИ
162-007,УВД СОВЕТСКОГО РАЙОНА Г. КАЗАНИ
162-008,АВТОЗАВОДСКИМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162-009,БОРОВЕЦКИМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162-010,КОМСОМОЛЬСКИМ ОВД Г. НАБЕРЕЖНЫЕ ЧЕЛНЫ РЕСП. ТАТАРСТАН
162-011,ОТДЕЛЕНИЕМ МИЛИЦИИ АЗИНО-2 СОВЕТСКОГО РАЙОНА Г. КАЗАНИ
